setare_viteza_operare,setare_sarcina_utila,senz_temperatura_articulatie_3,senz_vibratii_efector_final,senz_curent_consumat_motor_1,ore_functionare_de_la_revizie,reteta_productie_activa,prob_cerere_piesa_mecanica_24h,prob_cerere_piesa_electrica_24h,estimare_calitate_produs_finit,estimare_timp_ciclu_secunde
52.33,3.49,47.32,0.8889,5.22,261.3,2,0.05,0.02,91.31,12.85
78.81,7.72,51.78,0.8759,9.42,259.9,1,0.05,0.02,89.98,12.75
82.23,5.69,49.64,1.225,7.43,262.5,1,0.05,0.02,83.94,12.66
96.07,6.28,51.72,0.9488,7.98,265.4,1,0.05,0.02,87.08,12.76
71.99,6.96,50.02,0.9655,8.57,267.0,2,0.05,0.02,88.32,12.59
54.28,6.07,51.66,0.8232,7.6,267.3,1,0.05,0.02,93.09,12.64
99.99,3.84,53.15,0.9222,5.61,267.2,0,0.05,0.02,85.21,12.69
86.51,9.06,49.38,0.8383,10.31,268.0,0,0.05,0.02,88.77,12.77
88.61,7.66,49.24,0.9573,8.95,266.7,1,0.05,0.02,86.5,12.59
87.21,8.99,51.09,1.0281,10.34,267.9,0,0.05,0.02,89.79,12.75
66.73,7.95,49.22,0.9761,9.14,271.7,0,0.05,0.02,88.22,12.67
72.47,8.51,48.56,0.9167,9.81,270.8,1,0.05,0.02,89.76,12.66
66.54,4.44,49.08,1.0699,6.54,272.1,1,0.05,0.02,86.76,12.7
54.49,3.93,45.88,0.8888,5.52,271.8,0,0.05,0.02,88.41,12.72
92.12,7.97,50.32,1.0866,9.16,274.6,2,0.05,0.02,87.65,12.81
96.48,7.25,51.88,1.0107,8.84,273.4,2,0.05,0.02,86.21,12.51
79.89,0.68,49.64,0.7902,3.05,279.0,1,0.05,0.02,89.37,12.74
62.32,4.65,48.61,0.8439,6.52,278.0,2,0.05,0.02,88.45,12.62
75.6,7.06,49.24,0.9667,8.65,279.2,0,0.05,0.02,92.2,12.69
59.61,4.6,47.96,0.86,6.22,277.9,0,0.05,0.02,88.7,12.88
94.4,4.42,49.18,1.1616,5.96,281.9,1,0.05,0.02,88.18,12.71
79.6,0.72,50.22,1.0261,2.76,283.0,2,0.05,0.02,90.02,12.82
99.22,8.68,49.51,1.2075,10.01,283.8,2,0.05,0.02,83.72,12.82
80.67,8.9,47.6,1.1895,9.88,282.5,2,0.05,0.02,83.02,12.76
98.82,5.72,52.52,1.083,7.21,285.1,1,0.05,0.02,88.23,12.68
64.54,1.12,50.56,0.9125,3.18,284.1,0,0.05,0.02,91.61,12.73
60.08,1.67,48.44,0.9346,3.93,287.4,0,0.05,0.02,86.36,12.59
67.65,4.4,49.05,1.0293,6.28,289.2,1,0.05,0.02,88.37,12.89
84.39,6.12,54.61,1.0453,7.6,290.5,1,0.05,0.02,87.19,12.68
65.54,9.88,47.59,0.8377,11.12,288.9,1,0.05,0.02,84.86,12.67
84.75,4.35,50.35,1.1372,6.38,290.4,1,0.05,0.02,82.73,12.66
95.27,2.57,52.58,1.0533,4.32,293.5,2,0.05,0.02,91.16,12.87
72.91,9.21,48.42,1.0095,10.56,291.4,2,0.05,0.02,86.54,12.45
74.97,9.44,49.19,1.033,10.64,292.6,0,0.05,0.02,91.5,12.69
79.07,9.88,49.18,0.9812,10.87,296.8,2,0.05,0.02,91.37,12.7
50.48,8.4,47.95,0.8565,9.68,297.0,1,0.05,0.02,90.02,12.76
95.98,7.09,54.73,1.0918,8.69,295.2,0,0.05,0.02,88.4,12.8
88.83,2.24,48.99,1.0905,4.04,295.7,0,0.05,0.02,90.29,12.9
88.32,5.18,50.93,1.1325,6.7,297.1,2,0.05,0.02,88.28,12.77
52.79,5.65,46.18,0.7021,7.39,297.3,1,0.05,0.02,93.02,12.6
70.76,9.92,49.23,1.0724,11.44,302.7,1,0.05,0.02,87.61,12.72
76.2,2.36,45.24,0.9618,4.41,300.5,1,0.05,0.02,87.98,12.84
84.69,3.72,51.49,1.0976,5.36,304.5,1,0.05,0.02,83.19,12.63
84.7,0.6,53.96,1.1017,2.96,302.9,1,0.05,0.02,87.8,12.56
74.74,1.2,49.02,0.906,3.32,305.9,2,0.05,0.02,89.16,12.89
69.07,3.39,47.03,0.9274,5.0,304.1,1,0.05,0.02,92.29,12.58
66.72,4.2,48.15,1.1433,5.75,305.5,0,0.05,0.02,87.0,12.89
96.2,5.71,52.35,1.1326,7.47,307.6,0,0.05,0.02,85.45,12.79
79.92,6.17,50.83,1.0128,7.53,310.0,1,0.05,0.02,91.95,12.77
89.33,4.44,50.39,1.0613,6.16,307.1,2,0.05,0.02,85.09,12.7
98.65,2.88,55.59,0.9761,4.76,312.6,2,0.05,0.02,83.35,12.71
67.7,2.45,49.15,0.8647,4.22,310.3,2,0.05,0.02,92.23,12.61
76.27,1.49,50.25,1.0958,3.58,312.5,2,0.05,0.02,85.15,12.68
77.02,2.91,51.66,0.8554,5.0,311.9,0,0.05,0.02,91.63,12.75
89.76,9.46,50.78,1.0667,10.86,314.8,1,0.05,0.02,85.44,12.81
50.69,8.2,46.29,0.808,9.49,317.0,0,0.05,0.02,87.62,12.71
79.55,1.34,47.48,0.991,2.95,317.2,0,0.05,0.02,87.44,12.76
64.28,9.55,46.26,0.9559,10.71,318.5,1,0.05,0.02,89.68,12.71
73.7,3.07,48.16,1.0405,4.91,319.7,2,0.05,0.02,87.24,12.62
83.26,2.13,50.36,1.0547,4.36,320.7,0,0.05,0.02,90.36,12.77
78.16,7.99,53.98,0.9251,9.32,321.5,2,0.05,0.02,89.26,12.74
52.4,6.78,48.66,0.7625,8.04,319.6,1,0.05,0.02,91.56,12.74
51.83,5.49,49.1,0.8407,7.14,321.7,1,0.05,0.02,90.63,12.97
70.01,7.21,49.49,0.8668,8.79,321.7,0,0.05,0.02,86.46,12.75
62.72,8.51,47.84,1.1106,10.42,324.6,0,0.05,0.02,85.8,12.79
73.46,0.89,51.7,1.015,2.86,326.1,0,0.05,0.02,92.7,12.91
79.1,1.07,50.02,0.9543,3.09,325.7,2,0.05,0.02,87.99,12.51
76.21,5.91,52.22,1.2233,7.46,328.4,0,0.05,0.02,83.56,12.97
60.82,2.22,48.13,0.8802,3.74,328.9,1,0.05,0.02,89.71,12.83
87.55,9.27,50.15,0.9982,10.49,329.5,0,0.05,0.02,89.23,12.74
79.52,3.83,50.79,0.9894,5.79,329.7,2,0.05,0.02,88.32,12.63
70.09,3.88,50.05,1.0237,5.42,332.9,1,0.05,0.02,86.82,12.71
82.01,7.29,51.48,1.078,8.97,332.4,1,0.05,0.02,85.57,12.72
80.52,9.93,51.26,1.0104,11.17,331.3,0,0.05,0.02,83.91,12.9
86.53,3.46,50.59,1.0296,5.13,336.1,0,0.05,0.02,85.32,12.7
69.38,9.21,48.97,0.8383,10.44,337.2,1,0.05,0.02,91.08,12.88
51.13,7.71,46.41,0.9279,9.14,335.0,2,0.05,0.02,87.35,12.74
59.9,5.5,48.33,0.9614,7.19,336.5,0,0.05,0.02,88.76,12.79
67.44,1.25,48.87,0.8773,3.46,339.7,1,0.05,0.02,89.94,12.69
57.52,5.18,48.55,0.8456,6.66,338.7,0,0.05,0.02,86.2,12.72
79.75,9.75,50.26,1.0125,10.78,341.5,1,0.05,0.02,88.64,12.62
55.89,5.31,47.88,1.0486,6.93,341.3,2,0.05,0.02,89.56,12.79
76.74,3.34,49.96,1.0577,5.54,344.5,0,0.05,0.02,85.86,12.97
62.91,6.88,46.85,0.8946,8.75,344.4,0,0.05,0.02,87.17,12.89
75.04,7.54,51.95,1.115,8.84,344.8,2,0.05,0.02,88.6,12.92
78.6,8.25,50.36,0.7478,9.51,345.6,0,0.05,0.02,89.08,12.78
62.74,2.48,47.56,0.9092,4.59,348.1,2,0.05,0.02,89.43,12.68
99.57,2.41,52.08,1.0338,4.62,349.0,2,0.05,0.02,89.15,12.74
71.44,4.12,50.4,0.9662,6.08,348.9,1,0.05,0.02,88.95,12.82
60.48,4.87,48.19,0.8869,6.39,347.6,1,0.05,0.02,88.23,12.77
65.55,6.81,49.48,1.1306,8.29,349.0,2,0.05,0.02,86.41,12.9
73.3,5.62,53.07,1.0915,7.45,349.8,1,0.05,0.02,88.85,12.69
69.12,3.38,48.9,1.183,5.1,351.0,1,0.05,0.02,83.0,12.68
59.02,6.86,49.31,0.9592,8.64,351.7,0,0.05,0.02,92.03,12.75
70.6,1.42,49.02,0.8438,3.7,356.0,2,0.05,0.02,95.31,12.83
94.75,7.79,52.75,1.1256,9.05,356.7,1,0.05,0.02,86.44,12.94
82.27,7.94,50.29,0.9123,9.4,356.3,1,0.05,0.02,90.83,12.91
93.79,4.28,52.43,1.1325,6.07,356.5,0,0.05,0.02,88.63,12.82
75.81,9.06,49.13,1.0192,10.67,358.5,0,0.05,0.02,82.99,12.98
57.33,6.2,50.55,0.9099,8.05,357.9,0,0.05,0.02,92.61,12.81
94.1,1.01,51.4,1.0151,3.25,358.7,2,0.05,0.02,89.43,12.72
86.47,1.18,49.96,1.0709,3.49,360.1,2,0.05,0.02,85.01,12.82
78.11,6.25,49.73,1.0251,7.77,364.5,1,0.05,0.02,88.96,12.78
97.04,1.94,51.68,1.1046,4.07,364.4,0,0.05,0.02,83.69,12.59
75.67,9.02,49.04,1.1928,10.03,363.1,2,0.05,0.02,81.74,12.89
94.5,1.85,53.98,1.1317,4.38,363.7,0,0.05,0.02,87.97,12.65
74.25,3.79,48.3,0.8251,5.88,364.5,0,0.05,0.02,90.83,12.86
66.42,6.94,49.11,1.0677,8.5,367.6,0,0.05,0.02,87.8,12.77
88.42,7.87,52.5,1.0464,9.2,371.0,1,0.05,0.02,86.84,12.86
63.27,8.44,48.94,1.0338,10.27,367.2,2,0.05,0.02,90.95,12.93
90.54,5.14,49.38,1.0135,7.0,369.2,1,0.05,0.02,87.72,12.69
57.41,2.5,49.16,1.1393,4.52,369.3,0,0.05,0.02,86.14,12.84
63.28,3.92,49.83,0.9097,5.5,371.3,0,0.05,0.02,94.03,12.88
87.01,6.5,50.63,1.0514,8.09,374.3,1,0.05,0.02,86.34,12.8
58.69,4.57,47.76,0.8413,6.52,375.2,0,0.05,0.02,88.72,12.69
79.5,8.0,52.27,1.0612,9.58,376.8,2,0.05,0.02,89.69,12.97
78.33,3.84,49.79,1.1846,5.66,375.1,0,0.05,0.02,85.96,12.75
87.1,2.85,50.49,1.2053,4.98,377.6,1,0.05,0.02,83.69,13.0
79.0,1.75,52.08,1.1942,4.14,378.2,2,0.05,0.02,86.82,12.85
53.85,1.82,46.77,0.9765,3.94,378.4,0,0.05,0.02,89.87,12.89
89.4,2.82,54.61,1.2923,4.68,380.0,2,0.05,0.02,86.79,12.98
74.44,8.25,49.44,1.0188,9.81,381.6,0,0.05,0.02,85.82,12.9
79.56,1.27,52.0,1.1627,3.09,380.1,1,0.05,0.02,88.96,12.89
50.27,9.93,47.64,0.914,11.27,384.7,2,0.05,0.02,89.23,12.89
51.27,8.04,49.22,0.8898,9.61,386.1,0,0.05,0.02,90.87,12.8
57.35,4.52,47.93,1.0679,6.35,384.4,2,0.05,0.02,85.05,12.79
84.25,9.01,51.81,0.8922,10.55,385.9,2,0.05,0.02,88.37,13.01
68.15,5.24,48.36,0.931,6.85,387.5,1,0.05,0.02,87.53,12.9
55.62,2.9,47.37,0.9482,5.16,389.1,2,0.05,0.02,90.01,12.78
82.93,7.91,51.83,1.1223,9.3,391.3,1,0.05,0.02,84.46,12.8
54.57,6.42,53.71,0.9783,7.93,392.4,1,0.05,0.02,88.61,12.77
67.04,9.33,48.26,0.9144,10.61,392.0,1,0.05,0.02,87.2,12.86
64.34,0.61,48.29,1.187,2.8,392.1,1,0.05,0.02,85.95,12.95
86.24,2.61,52.53,0.985,4.56,393.9,2,0.05,0.02,90.23,12.88
55.74,1.57,47.62,0.9702,3.49,392.0,0,0.05,0.02,87.8,12.72
67.64,1.35,49.16,1.3005,3.59,394.0,1,0.05,0.02,85.67,12.91
93.62,2.98,49.05,1.1311,4.72,396.3,0,0.05,0.02,85.99,12.88
94.5,7.16,55.25,0.9427,8.9,397.7,2,0.05,0.02,88.28,12.84
83.45,5.13,51.73,1.1124,7.26,396.5,2,0.05,0.02,86.81,12.9
67.1,1.39,49.26,0.9886,3.83,401.3,0,0.05,0.02,85.37,12.87
56.45,3.07,48.41,0.813,4.86,400.2,0,0.05,0.02,90.12,13.04
83.33,4.34,51.06,0.9385,5.72,401.8,0,0.05,0.02,89.59,12.8
64.56,5.33,47.97,1.1487,6.91,403.4,0,0.05,0.02,86.42,12.8
87.43,1.76,53.71,1.2061,3.94,405.2,0,0.05,0.02,90.49,12.99
68.74,8.07,45.72,0.8889,9.4,404.3,2,0.05,0.02,91.35,12.81
67.75,5.9,49.62,0.9484,7.49,405.1,1,0.05,0.02,86.04,12.89
61.48,2.83,49.84,1.0394,4.86,406.1,0,0.05,0.02,90.09,12.92
71.55,8.97,50.26,1.0923,10.28,409.4,1,0.05,0.02,91.82,13.06
71.92,3.32,48.69,0.9793,5.09,408.8,1,0.05,0.02,88.52,12.9
89.43,9.72,53.19,1.1896,11.23,408.9,0,0.05,0.02,88.7,12.81
81.57,7.56,52.29,1.0743,8.82,409.7,2,0.05,0.02,88.18,12.87
65.21,5.85,50.78,0.9501,7.59,413.3,1,0.05,0.02,87.04,13.02
76.36,1.39,51.68,1.1095,3.41,413.2,0,0.05,0.02,85.45,13.09
76.96,5.42,48.83,0.8287,7.16,414.1,2,0.05,0.02,91.39,12.79
84.2,4.02,51.26,0.9986,5.84,415.6,2,0.05,0.02,90.17,12.68
62.09,8.7,47.89,0.9244,9.87,413.1,2,0.05,0.02,86.25,12.87
70.17,9.79,50.15,1.1024,11.24,417.2,2,0.05,0.02,85.13,13.0
86.63,6.66,52.37,1.0822,8.32,417.5,2,0.05,0.02,85.13,12.85
75.04,4.78,50.95,1.0568,7.02,419.4,0,0.05,0.02,87.51,12.86
93.81,5.65,51.48,1.0598,7.21,420.0,1,0.05,0.02,87.67,12.96
90.63,3.19,54.21,1.2436,5.1,422.9,1,0.05,0.02,87.63,12.86
78.06,6.87,49.82,1.0113,8.51,419.8,0,0.05,0.02,92.31,12.81
77.9,5.94,52.48,1.1224,7.96,421.6,2,0.05,0.02,84.71,12.96
73.78,6.68,50.3,1.0385,8.49,424.5,0,0.05,0.02,88.68,12.92
66.16,4.86,49.87,0.9836,6.65,425.5,1,0.05,0.02,86.83,12.85
72.74,9.71,48.5,1.142,11.1,425.2,1,0.05,0.02,87.72,12.83
61.31,8.35,49.34,1.0325,9.61,426.6,1,0.05,0.02,87.09,12.89
50.76,8.29,48.74,0.9677,9.83,429.0,2,0.05,0.02,86.88,13.03
89.83,9.86,48.43,1.1492,11.0,430.4,0,0.05,0.02,86.54,12.78
58.91,5.73,46.77,1.0809,7.26,427.3,1,0.05,0.02,87.91,13.02
99.54,4.02,52.11,1.0834,5.95,429.1,0,0.05,0.02,88.52,12.94
96.15,7.84,51.37,1.0598,8.98,430.4,2,0.05,0.02,87.15,12.91
52.54,1.83,51.01,1.0791,4.16,430.9,0,0.05,0.02,85.2,12.8
89.66,8.34,52.52,1.0856,9.6,435.7,0,0.05,0.02,88.29,12.8
97.78,5.11,53.51,1.1884,7.24,432.3,1,0.05,0.02,84.29,12.92
86.03,4.43,50.53,0.9982,6.37,433.9,2,0.05,0.02,88.41,13.03
73.88,1.22,49.99,1.1078,3.62,435.4,2,0.05,0.02,86.29,12.74
54.75,3.36,47.73,0.7696,5.41,435.9,1,0.05,0.02,92.21,12.92
56.32,5.59,50.24,0.9793,7.19,437.5,2,0.05,0.02,90.27,12.87
66.54,3.09,48.19,0.9939,5.16,442.0,1,0.05,0.02,86.19,12.95
87.45,6.02,53.26,1.0248,8.04,441.3,0,0.05,0.02,90.15,12.93
69.34,7.89,47.7,1.1578,9.3,442.6,0,0.05,0.02,86.3,12.93
88.8,4.72,50.63,1.1036,6.5,442.6,2,0.05,0.02,83.72,12.91
65.78,8.06,51.51,0.9854,9.32,444.5,1,0.05,0.02,87.35,12.74
72.96,3.15,51.26,1.1815,5.35,444.1,1,0.05,0.02,85.72,12.7
52.5,6.99,48.88,0.898,8.81,444.5,1,0.05,0.02,90.17,13.01
74.67,6.48,51.51,1.1961,8.31,445.6,2,0.05,0.02,89.93,13.06
64.24,6.88,50.47,1.1438,8.93,446.5,1,0.05,0.02,89.09,12.81
81.02,6.06,54.07,1.0593,7.32,449.3,1,0.05,0.02,85.49,12.93
88.07,5.07,51.79,1.1178,6.96,451.8,2,0.05,0.02,89.02,12.82
51.73,6.81,49.31,0.9454,8.41,451.4,2,0.05,0.02,91.04,12.93
64.29,4.17,49.49,0.9913,6.33,450.9,2,0.05,0.02,88.07,13.0
55.13,3.02,49.59,1.0091,5.18,451.5,0,0.05,0.02,89.85,12.95
61.21,8.66,51.06,1.0234,10.08,451.3,2,0.05,0.02,84.64,12.85
96.1,2.78,50.58,1.1675,4.86,454.2,0,0.05,0.02,85.64,12.97
55.08,1.63,49.89,0.7862,3.66,456.2,1,0.05,0.02,90.88,13.08
96.49,1.6,53.47,1.2287,3.78,458.0,1,0.05,0.02,86.64,12.89
96.74,8.29,50.13,1.1725,9.91,456.0,2,0.05,0.02,87.84,13.1
54.74,2.83,51.76,0.8575,4.59,460.9,0,0.05,0.02,90.88,12.96
95.62,8.18,54.06,1.1163,9.64,460.0,1,0.05,0.02,88.45,12.96
94.37,8.77,51.54,1.1001,10.31,462.8,1,0.05,0.02,87.49,13.05
81.19,2.64,52.74,1.2132,4.48,460.4,2,0.05,0.02,86.7,12.72
73.37,9.36,50.31,1.0292,10.66,463.1,0,0.05,0.02,90.55,12.87
65.55,8.8,49.85,1.0985,9.82,465.3,2,0.05,0.02,84.77,12.94
63.02,1.91,48.65,0.8838,3.61,464.7,2,0.05,0.02,91.2,13.07
74.76,9.66,47.28,1.1526,10.98,463.9,0,0.05,0.02,88.07,13.02
67.16,4.78,51.3,0.9799,6.84,468.7,2,0.05,0.02,87.15,13.12
76.49,5.0,49.1,1.1173,6.36,467.7,0,0.05,0.02,85.26,12.9
90.26,8.83,52.07,1.2035,10.48,469.4,0,0.05,0.02,85.09,12.96
95.56,1.62,51.88,1.2089,3.78,467.7,2,0.05,0.02,87.33,12.86
72.27,5.36,51.16,1.0359,7.2,469.9,2,0.05,0.02,89.44,12.89
50.38,5.51,49.02,0.9572,7.41,471.8,1,0.05,0.02,87.91,12.7
97.37,7.42,52.96,1.2403,9.31,474.1,0,0.05,0.02,86.38,12.88
70.39,1.74,49.33,1.1819,3.99,471.3,0,0.05,0.02,85.0,12.76
91.33,7.17,49.68,1.1664,8.73,475.9,2,0.05,0.02,85.12,13.02
78.48,5.15,49.22,1.1686,7.23,476.5,1,0.05,0.02,89.14,12.94
84.44,4.52,51.25,1.3916,6.07,474.8,0,0.05,0.02,81.86,13.06
54.81,8.74,49.55,0.9669,10.32,478.7,0,0.05,0.02,86.82,13.02
78.07,1.69,52.02,1.2334,4.3,481.0,0,0.05,0.02,83.56,12.89
53.98,1.96,47.95,1.0217,3.81,477.7,0,0.05,0.02,85.77,12.92
77.24,1.86,47.97,1.036,4.09,478.5,1,0.05,0.02,86.16,12.74
98.1,4.06,54.14,1.2562,5.97,482.7,2,0.05,0.02,85.58,12.82
59.45,9.26,50.72,1.0732,10.58,480.1,2,0.05,0.02,87.96,12.93
50.32,9.55,48.43,0.9526,10.93,484.4,2,0.05,0.02,88.1,12.8
64.03,1.92,51.34,0.9101,4.05,484.0,1,0.05,0.02,90.99,13.04
66.99,3.5,52.23,1.129,5.63,488.0,0,0.05,0.02,86.99,13.04
57.33,9.26,48.66,1.0127,10.45,488.1,2,0.05,0.02,88.75,12.97
81.23,9.79,52.6,0.9167,11.1,489.5,0,0.05,0.02,92.32,13.0
93.2,3.86,52.42,1.1548,5.71,489.2,2,0.05,0.02,86.4,12.96
70.85,3.25,49.71,1.0771,5.28,489.8,0,0.05,0.02,88.12,12.94
85.22,4.57,52.73,1.1263,6.51,490.3,2,0.05,0.02,86.85,12.98
95.15,6.34,51.38,1.2958,8.17,492.1,0,0.05,0.02,83.87,13.05
75.4,0.52,51.31,1.0025,2.58,494.5,0,0.05,0.02,84.8,12.99
60.28,8.65,51.7,1.0447,10.03,496.0,0,0.05,0.02,89.04,12.78
82.31,2.98,49.16,1.2149,4.97,494.8,2,0.05,0.02,82.8,12.84
71.25,3.26,51.1,1.049,4.82,494.5,0,0.05,0.02,91.93,12.78
87.87,3.8,50.56,1.1593,5.93,498.5,0,0.05,0.02,82.29,12.91
91.24,5.21,51.79,1.1929,7.17,497.4,2,0.05,0.02,85.59,12.96
73.95,8.96,51.75,1.2511,10.28,500.1,1,0.05,0.02,82.99,12.9
72.51,3.68,50.78,1.014,5.97,500.1,0,0.05,0.02,88.63,12.98
67.87,6.19,50.41,0.9114,8.17,499.7,0,0.05,0.02,85.9,12.98
55.38,0.63,49.62,1.0033,3.22,501.2,0,0.05,0.02,88.28,12.86
86.58,4.27,53.92,1.1405,6.28,500.4,0,0.05,0.02,86.6,12.89
76.06,1.81,50.71,0.9139,3.76,502.6,1,0.05,0.02,87.85,13.0
71.14,5.1,52.36,0.8744,7.21,506.0,2,0.05,0.02,91.6,12.99
87.39,0.83,52.5,0.9512,3.25,503.0,1,0.05,0.02,87.16,12.96
51.75,7.61,47.48,1.0661,9.63,504.9,1,0.05,0.02,87.66,12.98
97.44,3.11,51.07,1.2121,5.15,509.3,1,0.05,0.02,86.59,13.05
93.85,3.24,51.49,1.2733,5.28,506.3,0,0.05,0.02,82.05,12.93
75.62,1.9,51.53,1.0795,3.82,507.6,1,0.05,0.02,85.95,12.89
98.0,5.79,52.71,1.1956,7.53,511.1,0,0.05,0.02,85.76,12.86
66.26,9.46,51.68,1.1524,10.82,510.8,0,0.05,0.02,88.5,12.94
90.27,9.65,54.32,1.0713,10.79,511.3,1,0.05,0.02,84.2,13.03
90.41,5.25,51.18,1.1573,7.1,511.4,1,0.05,0.02,85.77,12.81
58.93,4.78,51.01,1.2717,6.75,515.5,0,0.05,0.02,86.95,12.84
76.78,4.92,48.56,1.042,6.68,513.8,2,0.05,0.02,87.76,12.9
56.22,7.87,47.73,1.0384,9.5,518.4,0,0.05,0.02,88.68,12.94
97.45,3.85,51.43,1.2407,6.0,517.4,0,0.05,0.02,87.82,13.08
84.08,1.22,54.19,1.1475,3.62,520.9,0,0.05,0.02,85.0,12.97
92.65,4.81,54.9,1.3179,6.75,520.1,1,0.05,0.02,79.0,12.91
86.01,5.11,51.9,1.1238,6.97,522.0,2,0.05,0.02,87.76,12.96
89.75,2.68,53.87,0.9973,4.68,522.2,1,0.05,0.02,88.64,12.92
73.53,5.81,49.82,1.0616,7.6,524.6,2,0.05,0.02,85.01,12.91
76.99,8.74,51.36,1.1858,10.2,524.7,2,0.05,0.02,82.68,12.86
63.25,8.28,51.44,0.9912,9.48,525.7,1,0.05,0.02,90.07,13.01
98.8,3.25,53.43,1.1742,5.22,527.4,2,0.05,0.02,85.18,13.07
98.01,6.69,50.17,1.1962,8.1,528.5,2,0.05,0.02,89.02,13.0
84.74,2.93,55.5,1.1672,5.13,529.9,2,0.05,0.02,86.8,12.83
90.35,8.49,51.25,1.3808,9.99,529.6,2,0.05,0.02,86.02,13.18
54.08,7.44,49.64,0.7406,8.85,531.1,1,0.05,0.02,89.25,12.97
52.24,2.99,49.12,1.0583,4.86,532.3,2,0.05,0.02,86.06,12.96
98.84,7.68,52.93,1.2477,9.08,530.7,0,0.05,0.02,85.22,12.99
50.98,1.12,50.17,1.1403,3.4,531.8,2,0.05,0.02,90.2,13.12
52.16,9.19,50.47,0.9367,10.77,534.0,0,0.05,0.02,85.41,12.94
67.56,8.63,48.74,1.1218,9.78,532.6,1,0.05,0.02,83.86,12.91
82.73,9.65,52.48,1.1738,10.69,537.3,2,0.05,0.02,89.63,12.98
52.76,0.76,48.67,0.9336,3.42,535.4,2,0.05,0.02,90.53,12.98
52.09,1.21,49.8,0.847,3.44,537.0,1,0.05,0.02,93.27,12.89
68.45,0.96,48.83,1.1508,3.43,536.0,0,0.05,0.02,83.65,13.04
79.07,6.91,51.8,1.1161,8.28,540.7,1,0.05,0.02,88.43,12.99
99.94,7.55,53.24,1.3584,9.3,542.6,2,0.05,0.02,84.75,12.84
96.04,3.36,52.7,1.3474,5.5,540.3,0,0.05,0.02,82.41,13.0
67.16,4.1,48.8,0.9949,6.04,541.2,2,0.05,0.02,87.82,13.04
84.65,9.42,53.12,1.1834,10.82,541.9,0,0.05,0.02,87.29,13.01
86.49,3.01,53.72,1.3926,5.16,542.1,2,0.05,0.02,80.89,12.9
98.25,2.16,54.81,1.1265,4.1,544.6,2,0.05,0.02,84.29,12.95
50.12,8.37,50.5,0.9558,9.59,546.3,2,0.05,0.02,88.35,13.0
85.86,9.6,51.01,1.2384,10.7,548.2,0,0.05,0.02,84.64,13.0
88.55,4.48,51.66,1.3117,6.08,551.0,1,0.05,0.02,80.57,13.07
74.56,9.47,50.26,1.084,10.66,550.5,1,0.05,0.02,86.69,13.08
74.56,1.77,50.29,1.2209,3.71,549.0,0,0.05,0.02,83.82,13.02
52.85,9.83,48.52,0.7627,11.27,551.5,2,0.05,0.02,92.88,13.06
96.58,7.29,53.11,1.1551,8.88,552.5,2,0.05,0.02,87.19,13.15
50.27,5.6,49.28,0.8929,7.07,552.2,2,0.05,0.02,91.4,12.97
50.97,7.11,47.68,1.236,9.02,552.2,2,0.05,0.02,84.32,13.09
70.01,4.11,52.69,1.0889,6.2,553.1,2,0.05,0.02,87.28,13.19
87.95,5.29,52.99,1.1711,6.89,558.9,1,0.05,0.02,88.05,13.1
56.17,5.99,49.4,0.9774,7.21,559.8,1,0.05,0.02,89.17,13.0
50.27,2.53,49.2,0.8686,4.71,560.2,0,0.05,0.02,89.17,12.95
76.45,9.31,53.02,1.1795,10.71,561.4,0,0.05,0.02,86.76,13.04
73.04,6.2,52.63,0.9865,7.69,558.8,1,0.05,0.02,85.8,13.1
89.84,5.99,52.63,1.2036,7.27,559.1,1,0.05,0.02,86.87,13.05
57.3,7.44,49.88,0.8784,8.83,563.1,1,0.05,0.02,91.31,13.0
90.4,3.29,51.45,1.1436,5.49,561.2,2,0.05,0.02,86.59,12.96
88.58,7.54,54.16,1.1377,9.22,566.3,1,0.05,0.02,84.29,13.03
87.3,7.33,54.25,1.1728,9.06,564.4,1,0.05,0.02,85.5,13.14
99.41,5.27,52.61,1.2223,7.43,566.9,2,0.05,0.02,84.85,13.15
97.75,3.64,54.44,1.1836,5.77,567.4,0,0.05,0.02,86.15,13.0
82.63,5.97,51.85,1.3083,7.59,566.5,2,0.05,0.02,86.61,12.96
86.84,2.41,57.15,1.3627,4.73,570.0,0,0.05,0.02,87.34,13.08
70.84,2.23,50.42,1.2241,4.47,572.1,1,0.05,0.02,83.19,13.14
66.81,6.03,49.57,1.1375,7.89,569.7,0,0.05,0.02,89.35,13.08
72.72,1.27,51.54,0.9484,3.35,570.2,0,0.05,0.02,84.76,13.02
70.56,2.27,49.74,1.0496,4.14,571.0,0,0.05,0.02,87.51,12.92
82.01,8.7,54.66,1.1245,9.99,574.2,0,0.05,0.02,89.91,13.04
86.3,4.39,52.31,1.1932,6.09,575.7,1,0.05,0.02,85.76,13.1
74.44,3.37,52.08,1.125,5.06,575.4,2,0.05,0.02,83.67,12.95
71.12,0.53,49.47,1.1233,2.51,580.0,2,0.05,0.02,85.39,13.09
98.89,3.29,55.45,1.2423,5.08,580.5,0,0.05,0.02,86.28,13.11
95.4,0.9,55.86,1.2491,3.25,580.4,0,0.05,0.02,84.13,13.16
96.38,7.55,55.19,1.234,9.23,582.5,0,0.05,0.02,89.7,13.11
70.58,5.45,50.68,0.9784,7.42,580.6,2,0.05,0.02,85.1,13.15
